,wage,educ,exper,tenure,nonwhite,female,married,numdep,smsa,northcen,south,west,construc,ndurman,trcommpu,trade,services,profserv,profocc,clerocc,servocc,lwage,expersq,tenursq
193,6.18,14,9.0,3,0.0,1.0,1,0.0,1,1.0,0,0.0,0.0,0,0,0.0,0,1,1,0,0,1.821318,81,9
194,2.91,11,1.0,0,0.0,1.0,0,3.0,1,1.0,0,0.0,0.0,0,0,0.0,1,0,1,0,0,1.0681530000000001,1,0
195,6.25,16,2.0,1,1.0,1.0,0,0.0,1,1.0,0,0.0,0.0,0,0,1.0,0,0,1,0,0,1.832582,4,1
196,6.25,12,13.0,0,0.0,1.0,1,0.0,1,1.0,0,0.0,0.0,0,0,0.0,0,1,0,1,0,1.832582,169,0
197,9.05,12,10.0,2,0.0,0.0,1,3.0,1,1.0,0,0.0,1.0,0,0,0.0,0,0,1,0,0,2.2027650000000003,100,4
198,10.0,17,5.0,3,0.0,0.0,1,0.0,1,1.0,0,0.0,0.0,0,0,0.0,0,0,1,0,0,2.3025849999999997,25,9
199,11.11,12,30.0,8,0.0,0.0,1,0.0,1,1.0,0,0.0,0.0,0,0,1.0,0,0,1,0,0,2.407845,900,64
200,6.88,12,31.0,19,0.0,0.0,1,3.0,1,1.0,0,0.0,0.0,0,0,0.0,0,1,0,0,1,1.9286189999999999,961,361
201,8.75,16,1.0,2,1.0,0.0,0,0.0,1,1.0,0,0.0,0.0,0,0,0.0,0,0,1,0,0,2.169054,1,4
202,10.0,8,9.0,0,0.0,0.0,1,0.0,1,1.0,0,0.0,1.0,0,0,0.0,0,0,0,0,0,2.3025849999999997,81,0
203,3.05,12,10.0,0,0.0,1.0,1,2.0,1,1.0,0,0.0,0.0,0,0,1.0,0,0,0,0,0,1.115142,100,0
204,3.0,12,38.0,0,0.0,1.0,1,0.0,0,1.0,0,0.0,0.0,0,0,0.0,1,0,0,1,0,1.0986120000000001,1444,0
205,5.8,12,19.0,6,0.0,1.0,1,2.0,0,1.0,0,0.0,0.0,1,0,0.0,0,0,0,0,0,1.7578580000000001,361,36
206,4.1,16,5.0,0,0.0,1.0,1,0.0,1,1.0,0,0.0,0.0,0,0,0.0,0,1,1,0,0,1.410987,25,0
207,8.0,12,26.0,2,0.0,0.0,1,1.0,1,1.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,2.079442,676,4
208,6.15,12,35.0,12,0.0,1.0,0,0.0,1,1.0,0,0.0,0.0,0,0,1.0,0,0,0,0,0,1.816452,1225,144
209,2.7,9,2.0,0,0.0,1.0,0,1.0,1,1.0,0,0.0,0.0,0,0,1.0,0,0,0,1,0,0.9932518,4,0
210,2.75,13,1.0,2,0.0,1.0,0,1.0,1,1.0,0,0.0,0.0,0,0,0.0,0,1,0,0,1,1.011601,1,4
211,3.0,16,19.0,10,0.0,1.0,1,0.0,1,1.0,0,0.0,0.0,0,0,1.0,0,0,0,1,0,1.0986120000000001,361,100
212,3.0,14,3.0,2,0.0,1.0,0,0.0,1,1.0,0,0.0,0.0,0,0,0.0,0,1,0,0,1,1.0986120000000001,9,4
213,7.36,8,36.0,24,0.0,0.0,1,3.0,1,1.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,1.99606,1296,576
214,7.5,14,29.0,24,0.0,0.0,1,1.0,1,1.0,0,0.0,0.0,0,0,0.0,0,0,1,0,0,2.014903,841,576
215,3.5,13,1.0,2,0.0,0.0,0,3.0,1,1.0,0,0.0,0.0,0,0,1.0,0,0,0,0,0,1.2527629999999998,1,4
216,8.1,12,38.0,3,0.0,1.0,1,1.0,1,1.0,0,0.0,0.0,0,0,0.0,0,1,1,0,0,2.0918639999999997,1444,9
217,3.75,18,1.0,2,0.0,0.0,0,1.0,1,1.0,0,0.0,0.0,0,0,0.0,0,1,1,0,0,1.321756,1,4
218,3.25,9,29.0,0,1.0,0.0,1,1.0,1,1.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,1.178655,841,0
219,5.83,8,36.0,15,0.0,1.0,1,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,1,0,1,0,1.7630169999999998,1296,225
220,3.5,8,4.0,0,0.0,0.0,0,3.0,1,0.0,0,0.0,0.0,0,0,1.0,0,0,0,0,1,1.2527629999999998,16,0
221,3.33,12,45.0,4,0.0,1.0,1,0.0,0,0.0,0,0.0,0.0,0,0,1.0,0,0,0,0,0,1.202972,2025,16
222,4.0,14,22.0,3,0.0,1.0,0,0.0,1,0.0,0,0.0,1.0,0,0,0.0,0,0,0,1,0,1.3862940000000001,484,9
223,3.5,12,20.0,4,0.0,1.0,1,2.0,0,0.0,0,0.0,0.0,0,0,0.0,0,1,0,1,0,1.2527629999999998,400,16
224,6.25,16,5.0,0,0.0,0.0,1,0.0,1,0.0,0,0.0,0.0,1,0,0.0,0,0,1,0,0,1.832582,25,0
225,2.95,8,15.0,2,1.0,1.0,1,1.0,1,0.0,0,0.0,0.0,1,0,0.0,0,0,0,0,0,1.081805,225,4
226,5.71,13,10.0,2,0.0,1.0,1,0.0,1,0.0,0,0.0,0.0,0,0,1.0,0,0,1,0,0,1.742219,100,4
227,3.0,9,3.0,0,0.0,1.0,0,0.0,1,0.0,0,0.0,0.0,0,0,0.0,1,0,0,0,0,1.0986120000000001,9,0
228,22.86,16,16.0,7,0.0,0.0,1,2.0,1,0.0,0,0.0,0.0,0,0,0.0,0,0,1,0,0,3.1293889999999998,256,49
229,9.0,12,38.0,1,0.0,0.0,1,0.0,1,0.0,0,0.0,0.0,0,0,0.0,0,1,1,0,0,2.197225,1444,1
230,8.33,15,33.0,26,0.0,0.0,1,1.0,1,0.0,0,0.0,0.0,0,0,0.0,0,1,1,0,0,2.1198639999999997,1089,676
231,3.0,11,2.0,0,0.0,0.0,0,0.0,1,0.0,0,0.0,0.0,0,0,1.0,0,0,0,0,0,1.0986120000000001,4,0
232,5.75,14,6.0,5,0.0,0.0,1,0.0,1,0.0,0,0.0,0.0,0,0,1.0,0,0,1,0,0,1.7492,36,25
233,6.76,12,19.0,3,1.0,0.0,1,2.0,1,0.0,0,0.0,0.0,1,0,0.0,0,0,0,0,0,1.911023,361,9
234,10.0,12,29.0,0,0.0,0.0,1,2.0,1,0.0,0,0.0,0.0,0,0,0.0,0,1,0,1,0,2.3025849999999997,841,0
235,3.0,12,2.0,0,0.0,0.0,0,0.0,1,0.0,0,0.0,1.0,0,0,0.0,0,0,0,0,0,1.0986120000000001,4,0
236,3.5,18,3.0,1,0.0,1.0,0,0.0,1,0.0,0,0.0,0.0,0,1,0.0,0,0,1,0,0,1.2527629999999998,9,1
237,3.25,12,4.0,0,0.0,0.0,0,0.0,1,0.0,0,0.0,0.0,0,0,0.0,1,0,0,0,0,1.178655,16,0
238,4.0,12,10.0,1,1.0,1.0,0,0.0,1,0.0,0,0.0,0.0,0,0,0.0,0,1,0,1,0,1.3862940000000001,100,1
239,2.92,12,4.0,0,0.0,1.0,0,1.0,0,0.0,1,0.0,0.0,0,0,1.0,0,0,1,0,0,1.071584,16,0
240,3.06,12,14.0,10,1.0,1.0,0,3.0,0,0.0,1,0.0,0.0,0,0,1.0,0,0,0,0,0,1.118415,196,100
241,3.2,12,15.0,5,0.0,1.0,1,1.0,0,0.0,1,0.0,0.0,0,0,0.0,0,1,1,0,0,1.163151,225,25
242,4.75,12,19.0,0,0.0,0.0,1,3.0,0,0.0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,1.5581450000000001,361,0
243,3.0,14,17.0,0,0.0,1.0,1,4.0,1,0.0,1,0.0,0.0,0,0,0.0,1,0,0,1,0,1.0986120000000001,289,0
244,18.16,16,29.0,7,0.0,0.0,1,1.0,1,0.0,1,0.0,0.0,1,0,0.0,0,0,1,0,0,2.899221,841,49
245,3.5,12,2.0,0,0.0,1.0,0,2.0,1,0.0,1,0.0,0.0,0,1,0.0,0,0,0,1,0,1.2527629999999998,4,0
246,4.11,14,5.0,0,0.0,0.0,0,0.0,0,0.0,1,0.0,0.0,0,0,0.0,0,1,1,0,0,1.4134229999999999,25,0
247,1.96,11,38.0,3,1.0,1.0,0,0.0,0,0.0,1,0.0,0.0,0,0,0.0,1,0,0,0,0,0.6729445,1444,9
248,4.29,12,3.0,0,0.0,1.0,0,0.0,0,0.0,1,0.0,0.0,0,0,1.0,0,0,0,0,1,1.456287,9,0
249,3.0,10,47.0,0,0.0,0.0,0,0.0,0,0.0,1,0.0,0.0,0,0,0.0,1,0,0,0,1,1.0986120000000001,2209,0
250,6.45,12,7.0,6,0.0,0.0,1,0.0,0,0.0,1,0.0,0.0,0,0,1.0,0,0,0,0,0,1.86408,49,36
251,5.2,6,47.0,13,1.0,0.0,1,0.0,1,0.0,1,0.0,1.0,0,0,0.0,0,0,0,0,0,1.648659,2209,169
252,4.5,13,23.0,2,1.0,1.0,0,0.0,1,0.0,1,0.0,0.0,0,0,1.0,0,0,1,0,0,1.504077,529,4
253,3.88,12,12.0,3,0.0,0.0,1,3.0,1,0.0,1,0.0,0.0,0,0,1.0,0,0,0,1,0,1.3558350000000001,144,9
254,3.45,10,11.0,0,0.0,1.0,0,2.0,1,0.0,1,0.0,0.0,0,0,1.0,0,0,0,0,1,1.238374,121,0
255,10.91,12,25.0,23,0.0,0.0,0,0.0,1,0.0,1,0.0,0.0,0,1,0.0,0,0,0,0,0,2.38968,625,529
256,4.1,14,6.0,0,0.0,1.0,1,0.0,1,0.0,1,0.0,0.0,0,0,0.0,1,0,0,0,1,1.410987,36,0
257,3.0,13,3.0,1,0.0,0.0,0,0.0,1,0.0,1,0.0,0.0,0,0,1.0,0,0,0,0,0,1.0986120000000001,9,1
258,5.9,12,14.0,7,1.0,0.0,1,2.0,1,0.0,1,0.0,0.0,0,0,0.0,1,0,0,0,0,1.774952,196,49
259,18.0,18,13.0,0,0.0,1.0,0,0.0,1,0.0,1,0.0,0.0,0,0,0.0,0,1,1,0,0,2.890372,169,0
260,4.0,12,9.0,0,0.0,0.0,0,0.0,1,0.0,1,0.0,0.0,0,0,0.0,0,1,1,0,0,1.3862940000000001,81,0
261,3.0,12,1.0,0,1.0,0.0,0,0.0,1,0.0,1,0.0,0.0,0,0,0.0,1,0,0,0,0,1.0986120000000001,1,0
262,3.55,12,6.0,0,0.0,1.0,1,1.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,1.266948,36,0
263,3.0,12,11.0,1,0.0,1.0,1,2.0,0,0.0,0,0.0,0.0,0,0,0.0,1,0,0,0,1,1.0986120000000001,121,1
264,8.75,12,47.0,44,0.0,0.0,1,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,2.169054,2209,1936
265,2.9,8,49.0,6,0.0,1.0,0,1.0,0,0.0,0,0.0,0.0,1,0,0.0,0,0,0,0,0,1.064711,2401,36
266,6.26,13,37.0,17,0.0,1.0,1,0.0,1,0.0,0,0.0,0.0,0,0,0.0,0,1,1,0,0,1.83418,1369,289
267,3.5,13,2.0,0,0.0,1.0,0,0.0,1,0.0,0,0.0,0.0,0,0,1.0,0,0,1,0,0,1.2527629999999998,4,0
268,4.6,14,7.0,0,0.0,1.0,1,0.0,1,0.0,0,0.0,0.0,0,0,1.0,0,0,0,1,0,1.5260559999999999,49,0
269,6.0,12,22.0,8,0.0,0.0,0,2.0,1,0.0,0,0.0,0.0,0,0,1.0,0,0,1,0,0,1.791759,484,64
270,2.89,10,8.0,0,0.0,1.0,0,1.0,1,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,1.061257,64,0
271,5.58,16,1.0,1,0.0,0.0,1,0.0,1,0.0,0,0.0,0.0,0,0,0.0,0,1,0,1,0,1.7191889999999999,1,1
272,4.0,12,43.0,6,0.0,1.0,1,0.0,0,0.0,0,0.0,0.0,0,1,0.0,0,0,0,0,0,1.3862940000000001,1849,36
273,6.0,16,2.0,2,0.0,0.0,0,0.0,1,0.0,0,0.0,0.0,1,0,0.0,0,0,0,0,0,1.791759,4,4
274,4.5,12,2.0,1,0.0,1.0,0,2.0,1,0.0,0,0.0,1.0,0,0,0.0,0,0,0,0,0,1.504077,4,1
275,2.92,14,1.0,3,0.0,0.0,0,0.0,1,0.0,0,0.0,0.0,0,0,0.0,0,1,0,1,0,1.071584,1,9
276,4.33,18,1.0,0,0.0,0.0,0,0.0,1,0.0,0,0.0,0.0,0,0,1.0,0,0,1,0,0,1.465567,1,0
277,18.89,17,26.0,20,0.0,0.0,1,2.0,1,0.0,0,0.0,0.0,0,0,0.0,0,1,1,0,0,2.9386330000000003,676,400
278,4.28,13,1.0,1,0.0,1.0,0,2.0,1,0.0,0,0.0,0.0,0,0,1.0,0,0,1,0,0,1.453953,1,1
279,4.57,14,37.0,7,0.0,1.0,1,0.0,1,0.0,0,0.0,0.0,0,0,0.0,1,0,0,0,1,1.519513,1369,49
280,6.25,15,12.0,4,0.0,1.0,1,2.0,1,0.0,0,0.0,0.0,0,0,0.0,0,1,1,0,0,1.832582,144,16
281,2.95,14,41.0,23,1.0,0.0,1,0.0,0,1.0,0,0.0,0.0,0,0,0.0,0,1,1,0,0,1.081805,1681,529
282,8.75,12,24.0,1,0.0,0.0,0,0.0,1,1.0,0,0.0,0.0,1,0,0.0,0,0,1,0,0,2.169054,576,1
283,8.5,8,38.0,26,0.0,0.0,0,0.0,1,1.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,2.140066,1444,676
284,3.75,12,18.0,0,0.0,1.0,1,4.0,1,1.0,0,0.0,0.0,0,0,0.0,0,1,0,1,0,1.321756,324,0
285,3.15,12,26.0,1,0.0,0.0,1,0.0,1,1.0,0,0.0,0.0,0,0,1.0,0,0,1,0,0,1.1474030000000002,676,1
286,5.0,8,45.0,2,0.0,0.0,0,0.0,0,1.0,0,0.0,0.0,1,0,0.0,0,0,0,0,0,1.609438,2025,4
287,6.46,12,27.0,0,0.0,0.0,1,3.0,0,1.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,1.865629,729,0
288,2.0,9,2.0,0,0.0,0.0,0,3.0,0,1.0,0,0.0,0.0,0,0,1.0,0,0,0,0,1,0.6931472,4,0
289,4.79,12,41.0,8,0.0,0.0,1,0.0,1,1.0,0,0.0,0.0,0,0,1.0,0,0,1,0,0,1.56653,1681,64
290,5.78,16,11.0,4,0.0,0.0,1,2.0,1,1.0,0,0.0,0.0,1,0,0.0,0,0,1,0,0,1.754404,121,16
291,3.18,12,5.0,0,0.0,1.0,1,0.0,1,1.0,0,0.0,0.0,0,0,0.0,0,1,0,0,1,1.156881,25,0
292,4.68,16,3.0,1,0.0,1.0,0,0.0,1,1.0,0,0.0,0.0,0,0,0.0,0,1,1,0,0,1.543298,9,1
293,4.1,12,3.0,2,0.0,1.0,0,0.0,1,1.0,0,0.0,0.0,0,0,0.0,0,1,0,0,1,1.410987,9,4
294,2.91,12,4.0,0,0.0,0.0,1,0.0,1,0.0,1,0.0,0.0,0,0,1.0,0,0,0,0,0,1.0681530000000001,16,0
295,6.0,13,21.0,13,0.0,0.0,1,4.0,0,0.0,1,0.0,0.0,1,0,0.0,0,0,0,0,0,1.791759,441,169
296,3.6,10,34.0,26,0.0,1.0,1,0.0,0,0.0,1,0.0,0.0,1,0,0.0,0,0,0,0,0,1.280934,1156,676
297,3.95,6,49.0,6,0.0,0.0,1,6.0,0,0.0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,1.373716,2401,36
298,7.0,12,6.0,5,1.0,0.0,1,1.0,0,0.0,1,0.0,1.0,0,0,0.0,0,0,0,0,0,1.9459099999999998,36,25
299,3.0,12,26.0,9,0.0,1.0,1,0.0,0,0.0,1,0.0,0.0,0,0,0.0,1,0,0,0,1,1.0986120000000001,676,81
300,6.08,16,9.0,0,0.0,0.0,0,0.0,0,0.0,1,0.0,0.0,0,0,0.0,1,0,1,0,0,1.805005,81,0
301,8.63,12,23.0,9,0.0,0.0,1,1.0,0,0.0,1,0.0,0.0,1,0,0.0,0,0,0,0,0,2.155245,529,81
302,3.0,8,33.0,2,0.0,0.0,1,0.0,0,0.0,1,0.0,0.0,1,0,0.0,0,0,0,0,0,1.0986120000000001,1089,4
303,3.75,12,5.0,2,0.0,1.0,1,1.0,0,0.0,1,0.0,0.0,0,0,0.0,0,1,0,1,0,1.321756,25,4
304,2.9,6,49.0,7,0.0,0.0,1,0.0,0,0.0,1,0.0,0.0,0,0,0.0,0,0,0,0,1,1.064711,2401,49
305,3.0,4,48.0,0,1.0,0.0,1,0.0,0,0.0,1,0.0,0.0,1,0,0.0,0,0,0,0,0,1.0986120000000001,2304,0
306,6.25,11,35.0,31,0.0,0.0,1,0.0,1,0.0,1,0.0,0.0,0,0,1.0,0,0,0,0,0,1.832582,1225,961
307,3.5,11,,2,,,0,,0,,1,,,1,0,,0,0,0,0,0,1.2527629999999998,529,4
308,3.0,7,26.0,1,0.0,1.0,0,3.0,0,0.0,1,0.0,0.0,0,0,1.0,0,0,0,0,1,1.0986120000000001,676,1
309,3.24,12,16.0,0,0.0,1.0,1,2.0,1,0.0,1,0.0,0.0,0,0,1.0,0,0,0,1,0,1.175573,256,0
310,8.02,18,23.0,3,0.0,1.0,1,1.0,1,0.0,1,0.0,0.0,0,0,0.0,0,1,1,0,0,2.0819389999999998,529,9
311,3.33,12,36.0,8,0.0,1.0,1,1.0,1,0.0,1,0.0,0.0,0,0,0.0,0,1,0,1,0,1.202972,1296,64
312,5.25,16,4.0,0,0.0,0.0,0,0.0,1,0.0,1,0.0,0.0,1,0,0.0,0,0,1,0,0,1.6582279999999998,16,0
313,6.25,12,10.0,0,0.0,0.0,1,3.0,1,0.0,1,0.0,1.0,0,0,0.0,0,0,0,0,0,1.832582,100,0
314,3.5,14,18.0,2,0.0,0.0,1,1.0,0,1.0,0,0.0,0.0,0,0,1.0,0,0,1,0,0,1.2527629999999998,324,4
315,2.95,12,3.0,1,0.0,0.0,0,1.0,0,1.0,0,0.0,0.0,0,0,1.0,0,0,0,0,0,1.081805,9,1
316,3.0,10,7.0,0,0.0,1.0,1,2.0,0,1.0,0,0.0,0.0,0,0,0.0,0,1,0,0,1,1.0986120000000001,49,0
317,4.69,10,7.0,7,0.0,0.0,0,0.0,0,1.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,1.545433,49,49
318,3.73,9,33.0,2,0.0,1.0,0,1.0,0,1.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,1.316408,1089,4
319,4.0,10,34.0,12,0.0,0.0,1,0.0,0,1.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,1.3862940000000001,1156,144
320,4.0,12,8.0,0,0.0,1.0,1,2.0,0,1.0,0,0.0,0.0,0,0,1.0,0,0,1,0,0,1.3862940000000001,64,0
321,2.9,12,17.0,1,0.0,1.0,1,2.0,0,1.0,0,0.0,0.0,1,0,0.0,0,0,0,0,0,1.064711,289,1
322,3.05,12,2.0,0,0.0,1.0,0,1.0,0,1.0,0,0.0,0.0,0,0,0.0,0,1,0,0,1,1.115142,4,0
323,5.05,10,5.0,0,0.0,1.0,0,0.0,1,1.0,0,0.0,0.0,0,0,0.0,0,1,0,1,0,1.6193879999999998,25,0
324,13.95,16,41.0,16,0.0,0.0,1,0.0,1,1.0,0,0.0,0.0,1,0,0.0,0,0,1,0,0,2.635479,1681,256
325,18.16,16,35.0,28,0.0,0.0,1,1.0,1,1.0,0,0.0,0.0,1,0,0.0,0,0,1,0,0,2.899221,1225,784
326,6.25,16,11.0,4,0.0,0.0,0,0.0,1,1.0,0,0.0,0.0,0,0,0.0,1,0,1,0,0,1.832582,121,16
327,5.25,12,4.0,0,1.0,0.0,0,0.0,1,1.0,0,0.0,0.0,1,0,0.0,0,0,0,1,0,1.6582279999999998,16,0
328,4.79,12,12.0,3,0.0,1.0,1,3.0,1,1.0,0,0.0,0.0,0,0,0.0,0,1,1,0,0,1.56653,144,9
329,3.35,7,,0,,,0,,1,,1,,,0,0,,0,0,0,0,0,1.20896,1225,0
330,3.0,8,33.0,0,0.0,0.0,1,1.0,1,0.0,1,0.0,0.0,0,1,0.0,0,0,0,0,0,1.0986120000000001,1089,0
331,8.43,16,8.0,6,0.0,0.0,1,0.0,1,0.0,1,0.0,0.0,1,0,0.0,0,0,1,0,0,2.131797,64,36
332,5.7,16,2.0,0,0.0,0.0,0,0.0,1,0.0,1,0.0,0.0,0,0,1.0,0,0,1,0,0,1.740466,4,0
333,11.98,18,8.0,10,0.0,0.0,1,2.0,1,0.0,1,0.0,0.0,0,1,0.0,0,0,1,0,0,2.483238,64,100
334,3.5,13,29.0,1,0.0,1.0,1,0.0,0,0.0,1,0.0,0.0,0,0,0.0,0,1,0,1,0,1.2527629999999998,841,1
335,4.24,10,14.0,5,1.0,0.0,1,1.0,0,0.0,1,0.0,0.0,0,0,1.0,0,0,0,0,0,1.4445629999999998,196,25
336,7.0,16,26.0,3,0.0,1.0,1,1.0,1,0.0,1,0.0,0.0,0,0,0.0,0,1,1,0,0,1.9459099999999998,676,9
337,6.0,14,11.0,3,0.0,1.0,1,2.0,1,0.0,1,0.0,0.0,0,0,0.0,0,1,0,1,0,1.791759,121,9
338,12.22,16,10.0,2,0.0,0.0,0,0.0,1,0.0,1,0.0,0.0,0,0,0.0,0,1,1,0,0,2.5030740000000002,100,4
339,4.5,12,13.0,0,0.0,0.0,1,0.0,1,0.0,1,0.0,0.0,0,0,1.0,0,0,0,0,0,1.504077,169,0
340,3.0,9,23.0,20,0.0,1.0,1,2.0,0,0.0,1,0.0,0.0,1,0,0.0,0,0,0,0,0,1.0986120000000001,529,400
341,2.9,11,1.0,2,1.0,0.0,0,2.0,0,0.0,1,0.0,0.0,0,0,1.0,0,0,0,0,1,1.064711,1,4
342,15.0,11,35.0,31,0.0,0.0,1,0.0,0,0.0,1,0.0,0.0,1,0,0.0,0,0,0,0,0,2.70805,1225,961
343,4.0,12,5.0,2,0.0,0.0,1,0.0,0,0.0,1,0.0,1.0,0,0,0.0,0,0,0,0,0,1.3862940000000001,25,4
344,5.25,11,13.0,11,0.0,0.0,1,2.0,0,0.0,1,0.0,0.0,1,0,0.0,0,0,0,0,0,1.6582279999999998,169,121
345,4.0,12,22.0,3,0.0,0.0,1,3.0,0,0.0,1,0.0,0.0,1,0,0.0,0,0,0,0,0,1.3862940000000001,484,9
346,3.3,12,21.0,9,0.0,1.0,1,2.0,0,0.0,1,0.0,0.0,0,0,1.0,0,0,1,0,0,1.193922,441,81
347,5.05,12,19.0,0,0.0,1.0,1,3.0,0,0.0,1,0.0,0.0,0,0,0.0,0,1,0,1,0,1.6193879999999998,361,0
348,3.58,12,13.0,0,0.0,0.0,0,0.0,1,0.0,1,0.0,0.0,0,0,0.0,1,0,0,0,0,1.275363,169,0
349,5.0,14,15.0,5,0.0,0.0,1,2.0,0,0.0,1,0.0,0.0,0,0,1.0,0,0,1,0,0,1.609438,225,25
350,4.57,14,3.0,0,0.0,0.0,1,0.0,0,0.0,1,0.0,0.0,0,0,0.0,0,1,1,0,0,1.519513,9,0
351,12.5,18,6.0,2,0.0,0.0,0,0.0,1,0.0,1,0.0,0.0,0,0,0.0,1,0,0,1,0,2.525729,36,4
352,3.45,12,6.0,5,0.0,1.0,1,0.0,1,0.0,1,0.0,0.0,0,0,1.0,0,0,0,1,0,1.238374,36,25
353,4.63,12,16.0,1,0.0,1.0,0,0.0,1,0.0,1,0.0,0.0,0,0,0.0,0,1,0,1,0,1.532557,256,1
354,10.0,12,31.0,2,0.0,0.0,1,0.0,1,0.0,1,0.0,0.0,0,0,1.0,0,0,1,0,0,2.3025849999999997,961,4
355,2.92,11,1.0,0,0.0,1.0,0,1.0,0,1.0,0,0.0,0.0,0,0,1.0,0,0,0,0,1,1.071584,1,0
356,4.51,12,5.0,2,0.0,0.0,0,0.0,1,1.0,0,0.0,0.0,0,0,1.0,0,0,0,0,0,1.506297,25,4
357,6.5,17,3.0,0,0.0,0.0,1,0.0,1,1.0,0,0.0,0.0,0,0,0.0,0,1,1,0,0,1.871802,9,0
358,7.5,16,11.0,0,0.0,0.0,1,0.0,1,1.0,0,0.0,0.0,0,0,0.0,1,0,1,0,0,2.014903,121,0
359,3.54,13,6.0,7,0.0,1.0,1,0.0,0,1.0,0,0.0,0.0,0,0,0.0,0,1,0,1,0,1.264127,36,49
360,4.2,13,11.0,3,0.0,1.0,1,2.0,1,1.0,0,0.0,0.0,0,0,1.0,0,0,0,1,0,1.435084,121,9
361,3.51,12,7.0,2,0.0,1.0,1,0.0,1,1.0,0,0.0,0.0,0,0,1.0,0,0,0,1,0,1.255616,49,4
362,4.5,14,5.0,0,0.0,0.0,1,0.0,1,1.0,0,0.0,1.0,0,0,0.0,0,0,1,0,0,1.504077,25,0
363,3.35,14,5.0,4,0.0,1.0,1,0.0,1,1.0,0,0.0,0.0,0,0,1.0,0,0,1,0,0,1.20896,25,16
364,2.91,11,2.0,2,0.0,0.0,0,2.0,1,1.0,0,0.0,0.0,0,0,1.0,0,0,0,0,1,1.0681530000000001,4,4
365,5.25,10,44.0,7,0.0,0.0,1,1.0,1,1.0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,1.6582279999999998,1936,49
366,4.05,8,44.0,25,0.0,0.0,1,0.0,1,1.0,0,0.0,0.0,1,0,0.0,0,0,0,0,1,1.398717,1936,625
367,3.75,14,13.0,0,0.0,1.0,1,3.0,1,1.0,0,0.0,0.0,0,0,1.0,0,0,0,1,0,1.321756,169,0
368,3.4,12,26.0,15,0.0,1.0,1,1.0,1,1.0,0,0.0,1.0,0,0,0.0,0,0,0,1,0,1.223776,676,225
369,3.0,10,2.0,1,0.0,1.0,0,1.0,1,0.0,1,0.0,0.0,0,0,1.0,0,0,0,1,0,1.0986120000000001,4,1
370,6.29,17,10.0,3,0.0,0.0,1,1.0,1,0.0,1,0.0,0.0,0,0,0.0,1,0,1,0,0,1.838961,100,9
371,2.54,9,2.0,0,0.0,1.0,0,1.0,1,0.0,1,0.0,0.0,0,0,1.0,0,0,0,0,1,0.9321640999999999,4,0
372,4.5,12,35.0,0,0.0,1.0,1,1.0,1,0.0,1,0.0,0.0,0,0,1.0,0,0,0,1,0,1.504077,1225,0
373,3.13,12,6.0,5,0.0,1.0,1,1.0,1,0.0,1,0.0,0.0,0,0,0.0,0,1,0,1,0,1.141033,36,25
374,6.36,14,8.0,1,0.0,0.0,1,0.0,1,0.0,1,0.0,0.0,0,0,1.0,0,0,1,0,0,1.8500279999999998,64,1
375,4.68,16,1.0,0,0.0,0.0,0,0.0,1,0.0,1,0.0,0.0,1,0,0.0,0,0,1,0,0,1.543298,1,0
376,6.8,12,14.0,10,0.0,0.0,1,2.0,0,0.0,1,0.0,0.0,1,0,0.0,0,0,0,0,0,1.916923,196,100
377,8.53,10,14.0,6,0.0,0.0,1,0.0,0,0.0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,2.143589,196,36
378,4.17,0,22.0,10,0.0,1.0,0,0.0,0,0.0,1,0.0,0.0,0,0,0.0,1,0,0,0,0,1.427916,484,100
379,3.75,14,8.0,4,0.0,1.0,1,0.0,0,0.0,1,0.0,0.0,0,1,0.0,0,0,1,0,0,1.321756,64,16
380,11.1,15,1.0,4,0.0,1.0,0,2.0,0,0.0,1,0.0,0.0,0,0,0.0,0,1,0,1,0,2.406945,1,16
381,3.26,16,15.0,5,1.0,1.0,1,2.0,1,0.0,1,0.0,0.0,0,0,1.0,0,0,1,0,0,1.181727,225,25
382,9.13,12,14.0,12,0.0,0.0,1,3.0,1,0.0,1,0.0,0.0,1,0,0.0,0,0,1,0,0,2.211566,196,144
383,4.5,11,37.0,10,0.0,0.0,1,2.0,1,0.0,1,0.0,0.0,1,0,0.0,0,0,0,0,0,1.504077,1369,100
384,3.0,11,1.0,1,0.0,1.0,0,1.0,1,0.0,1,0.0,0.0,0,0,0.0,0,1,0,0,1,1.0986120000000001,1,1
