,price,wage,t,lprice,lwage,gprice,gwage,gwage_1,gwage_2,gwage_3,gwage_4,gwage_5,gwage_6,gwage_7,gwage_8,gwage_9,gwage_10,gwage_11,gwage_12,gprice_1,Unnamed: 20
134,157.8,4.44,135.0,5.061328,1.4906540000000001,0.0038095,0.0045147,0.002265,0.0022701,0.0045558,0,0.0022857,0.0231493,0.0070505,0.0023613,0.0095012,0.0168476,0.0048662,0.0024419,0.0070219,
135,158.6,4.45,136.0,5.0663849999999995,1.492904,0.0050569,0.0022497,0.0045147,0.002265,0.0022701,0.0045558,0,0.0022857,0.0231493,0.0070505,0.0023613,0.0095012,0.0168476,0.0048662,0.0038095,
136,159.3,4.48,137.0,5.0707889999999995,1.499623,0.0044041,0.006719,0.0022497,0.0045147,0.002265,0.0022701,0.0045558,0,0.0022857,0.0231493,0.0070505,0.0023613,0.0095012,0.0168476,0.0050569,
137,160.6,4.51,138.0,5.078917,1.506297,0.0081277,0.0066742,0.006719,0.0022497,0.0045147,0.002265,0.0022701,0.0045558,0,0.0022857,0.0231493,0.0070505,0.0023613,0.0095012,0.0044041,
138,162.3,4.52,139.0,5.089447,1.508512,0.0105295,0.0022148,0.0066742,0.006719,0.0022497,0.0045147,0.002265,0.0022701,0.0045558,0,0.0022857,0.0231493,0.0070505,0.0023613,0.0081277,
139,162.8,4.56,140.0,5.092523,1.517323,0.0030761,0.0088106,0.0022148,0.0066742,0.006719,0.0022497,0.0045147,0.002265,0.0022701,0.0045558,0,0.0022857,0.0231493,0.0070505,0.0105295,
140,163.6,4.63,141.0,5.097425,1.532557,0.0049019,0.0152342,0.0088106,0.0022148,0.0066742,0.006719,0.0022497,0.0045147,0.002265,0.0022701,0.0045558,0,0.0022857,0.0231493,0.0030761,
141,164.6,4.64,142.0,5.103518,1.534714,0.006094,0.0021574,0.0152342,0.0088106,0.0022148,0.0066742,0.006719,0.0022497,0.0045147,0.002265,0.0022701,0.0045558,0,0.0022857,0.0049019,
142,165.6,4.66,143.0,5.109575,1.539015,0.0060568,0.0043011,0.0021574,0.0152342,0.0088106,0.0022148,0.0066742,0.006719,0.0022497,0.0045147,0.002265,0.0022701,0.0045558,0,0.006094,
143,166.3,4.67,144.0,5.113793,1.541159,0.0042181,0.0021436,0.0043011,0.0021574,0.0152342,0.0088106,0.0022148,0.0066742,0.006719,0.0022497,0.0045147,0.002265,0.0022701,0.0045558,0.0060568,
144,166.7,4.71,,5.1161959999999995,,,0.0085288,,0.0043011,,0.0152342,,,0.0066742,0.006719,,,0.002265,0.0022701,0.0042181,
145,167.1,4.73,146.0,5.118592,1.553925,0.0023966,0.0042373,0.0085288,0.0021436,0.0043011,0.0021574,0.0152342,0.0088106,0.0022148,0.0066742,0.006719,0.0022497,0.0045147,0.002265,0.0024023,
146,167.5,4.74,147.0,5.120983,1.5560370000000001,0.0023909,0.0021119,0.0042373,0.0085288,0.0021436,0.0043011,0.0021574,0.0152342,0.0088106,0.0022148,0.0066742,0.006719,0.0022497,0.0045147,0.0023966,
147,168.2,4.76,148.0,5.125154,1.5602479999999999,0.0041704,0.0042106,0.0021119,0.0042373,0.0085288,0.0021436,0.0043011,0.0021574,0.0152342,0.0088106,0.0022148,0.0066742,0.006719,0.0022497,0.0023909,
148,169.2,4.81,149.0,5.131082,1.570697,0.005928,0.0104494,0.0042106,0.0021119,0.0042373,0.0085288,0.0021436,0.0043011,0.0021574,0.0152342,0.0088106,0.0022148,0.0066742,0.006719,0.0041704,
149,170.1,4.82,150.0,5.136386,1.572774,0.0053048,0.0020769,0.0104494,0.0042106,0.0021119,0.0042373,0.0085288,0.0021436,0.0043011,0.0021574,0.0152342,0.0088106,0.0022148,0.0066742,0.005928,
150,171.1,4.85,151.0,5.142248,1.5789790000000001,0.0058618,0.0062047,0.0020769,0.0104494,0.0042106,0.0021119,0.0042373,0.0085288,0.0021436,0.0043011,0.0021574,0.0152342,0.0088106,0.0022148,0.0053048,
151,171.9,4.89,152.0,5.146913,1.587192,0.0046649,0.0082136,0.0062047,0.0020769,0.0104494,0.0042106,0.0021119,0.0042373,0.0085288,0.0021436,0.0043011,0.0021574,0.0152342,0.0088106,0.0058618,
152,172.6,4.98,153.0,5.150976999999999,1.60543,0.0040636,0.0182376,0.0082136,0.0062047,0.0020769,0.0104494,0.0042106,0.0021119,0.0042373,0.0085288,0.0021436,0.0043011,0.0021574,0.0152342,0.0046649,
153,173.3,4.99,154.0,5.155024,1.607436,0.0040474,0.0020059,0.0182376,0.0082136,0.0062047,0.0020769,0.0104494,0.0042106,0.0021119,0.0042373,0.0085288,0.0021436,0.0043011,0.0021574,0.0040636,
154,173.8,5.02,155.0,5.157905,1.61343,0.0028811,0.0059941,0.0020059,0.0182376,0.0082136,0.0062047,0.0020769,0.0104494,0.0042106,0.0021119,0.0042373,0.0085288,0.0021436,0.0043011,0.0040474,
155,174.3,5.03,156.0,5.160778,1.61542,0.0028729,0.0019901,0.0059941,0.0020059,0.0182376,0.0082136,0.0062047,0.0020769,0.0104494,0.0042106,0.0021119,0.0042373,0.0085288,0.0021436,0.0028811,
156,175.3,5.07,157.0,5.166499,1.623341,0.0057206,0.0079209,0.0019901,0.0059941,0.0020059,0.0182376,0.0082136,0.0062047,0.0020769,0.0104494,0.0042106,0.0021119,0.0042373,0.0085288,0.0028729,
157,177.1,5.1,158.0,5.176714,1.629241,0.0102158,0.0058997,0.0079209,0.0019901,0.0059941,0.0020059,0.0182376,0.0082136,0.0062047,0.0020769,0.0104494,0.0042106,0.0021119,0.0042373,0.0057206,
158,178.2,5.12,159.0,5.182907,1.633154,0.0061922,0.0039139,0.0058997,0.0079209,0.0019901,0.0059941,0.0020059,0.0182376,0.0082136,0.0062047,0.0020769,0.0104494,0.0042106,0.0021119,0.0102158,
159,179.6,5.16,160.0,5.190732,1.640936,0.0078254,0.0077821,0.0039139,0.0058997,0.0079209,0.0019901,0.0059941,0.0020059,0.0182376,0.0082136,0.0062047,0.0020769,0.0104494,0.0042106,0.0061922,
160,180.6,5.2,161.0,5.196285,1.648659,0.0055528,0.0077221,0.0077821,0.0039139,0.0058997,0.0079209,0.0019901,0.0059941,0.0020059,0.0182376,0.0082136,0.0062047,0.0020769,0.0104494,0.0078254,
161,181.8,5.22,162.0,5.202907,1.652497,0.0066223,0.0038388,0.0077221,0.0077821,0.0039139,0.0058997,0.0079209,0.0019901,0.0059941,0.0020059,0.0182376,0.0082136,0.0062047,0.0020769,0.0055528,
162,182.6,5.25,163.0,5.207298000000001,1.6582279999999998,0.0043907,0.0057306,0.0038388,0.0077221,0.0077821,0.0039139,0.0058997,0.0079209,0.0019901,0.0059941,0.0020059,0.0182376,0.0082136,0.0062047,0.0066223,
163,183.3,5.26,164.0,5.211124,1.660131,0.0038261,0.0019031,0.0057306,0.0038388,0.0077221,0.0077821,0.0039139,0.0058997,0.0079209,0.0019901,0.0059941,0.0020059,0.0182376,0.0082136,0.0043907,
164,184.0,5.35,165.0,5.214936,1.677096,0.0038118,0.0169654,0.0019031,0.0057306,0.0038388,0.0077221,0.0077821,0.0039139,0.0058997,0.0079209,0.0019901,0.0059941,0.0020059,0.0182376,0.0038261,
165,184.5,5.39,166.0,5.217649,1.6845450000000002,0.0027137,0.0074489,0.0169654,0.0019031,0.0057306,0.0038388,0.0077221,0.0077821,0.0039139,0.0058997,0.0079209,0.0019901,0.0059941,0.0020059,0.0038118,
166,185.4,5.4,167.0,5.222516000000001,1.6863990000000002,0.0048661,0.0018536,0.0074489,0.0169654,0.0019031,0.0057306,0.0038388,0.0077221,0.0077821,0.0039139,0.0058997,0.0079209,0.0019901,0.0059941,0.0027137,
167,186.1,5.41,168.0,5.226284,1.688249,0.0037684,0.0018501,0.0018536,0.0074489,0.0169654,0.0019031,0.0057306,0.0038388,0.0077221,0.0077821,0.0039139,0.0058997,0.0079209,0.0019901,0.0048661,
168,187.2,5.48,169.0,5.232178,1.7011049999999999,0.0058937,0.012856,0.0018501,0.0018536,0.0074489,0.0169654,0.0019031,0.0057306,0.0038388,0.0077221,0.0077821,0.0039139,0.0058997,0.0079209,0.0037684,
169,188.4,5.5,170.0,5.238567,1.704748,0.0063896,0.0036429,0.012856,0.0018501,0.0018536,0.0074489,0.0169654,0.0019031,0.0057306,0.0038388,0.0077221,0.0077821,0.0039139,0.0058997,0.0058937,
170,189.8,5.53,171.0,5.245971,1.710188,0.0074034,0.0054399,0.0036429,0.012856,0.0018501,0.0018536,0.0074489,0.0169654,0.0019031,0.0057306,0.0038388,0.0077221,0.0077821,0.0039139,0.0063896,
171,191.5,5.6,172.0,5.254887999999999,1.7227669999999997,0.0089169,0.0125787,0.0054399,0.0036429,0.012856,0.0018501,0.0018536,0.0074489,0.0169654,0.0019031,0.0057306,0.0038388,0.0077221,0.0077821,0.0074034,
172,193.3,5.62,173.0,5.264244000000001,1.726332,0.009356,0.003565,0.0125787,0.0054399,0.0036429,0.012856,0.0018501,0.0018536,0.0074489,0.0169654,0.0019031,0.0057306,0.0038388,0.0077221,0.0089169,
173,195.3,5.66,174.0,5.2745370000000005,1.733424,0.0102935,0.0070922,0.003565,0.0125787,0.0054399,0.0036429,0.012856,0.0018501,0.0018536,0.0074489,0.0169654,0.0019031,0.0057306,0.0038388,0.009356,
174,196.7,5.7,175.0,5.281680000000001,1.740466,0.0071425,0.0070423,0.0070922,0.003565,0.0125787,0.0054399,0.0036429,0.012856,0.0018501,0.0018536,0.0074489,0.0169654,0.0019031,0.0057306,0.0102935,
175,197.8,5.71,176.0,5.287256,1.742219,0.0055766,0.0017529,0.0070423,0.0070922,0.003565,0.0125787,0.0054399,0.0036429,0.012856,0.0018501,0.0018536,0.0074489,0.0169654,0.0019031,0.0071425,
176,199.3,5.82,177.0,5.294811,1.7613,0.007555,0.0190814,0.0017529,0.0070423,0.0070922,0.003565,0.0125787,0.0054399,0.0036429,0.012856,0.0018501,0.0018536,0.0074489,0.0169654,0.0055766,
177,200.9,5.87,178.0,5.302807,1.769855,0.0079961,0.0085543,0.0190814,0.0017529,0.0070423,0.0070922,0.003565,0.0125787,0.0054399,0.0036429,0.012856,0.0018501,0.0018536,0.0074489,0.007555,
178,202.0,5.88,179.0,5.308268,1.771557,0.0054603,0.0017021,0.0085543,0.0190814,0.0017529,0.0070423,0.0070922,0.003565,0.0125787,0.0054399,0.0036429,0.012856,0.0018501,0.0018536,0.0079961,
179,202.9,5.91,180.0,5.312713,1.776646,0.0044456,0.005089,0.0017021,0.0085543,0.0190814,0.0017529,0.0070423,0.0070922,0.003565,0.0125787,0.0054399,0.0036429,0.012856,0.0018501,0.0054603,
180,204.7,5.97,181.0,5.321546,1.786747,0.0088325,0.0101011,0.005089,0.0017021,0.0085543,0.0190814,0.0017529,0.0070423,0.0070922,0.003565,0.0125787,0.0054399,0.0036429,0.012856,0.0044456,
181,207.1,6.0,182.0,5.333202,1.791759,0.0116563,0.0050126,0.0101011,0.005089,0.0017021,0.0085543,0.0190814,0.0017529,0.0070423,0.0070922,0.003565,0.0125787,0.0054399,0.0036429,0.0088325,
182,209.1,6.02,183.0,5.342813,1.7950869999999999,0.0096107,0.0033277,0.0050126,0.0101011,0.005089,0.0017021,0.0085543,0.0190814,0.0017529,0.0070423,0.0070922,0.003565,0.0125787,0.0054399,0.0116563,
183,211.5,6.03,184.0,5.354225,1.796747,0.0114126,0.0016599,0.0033277,0.0050126,0.0101011,0.005089,0.0017021,0.0085543,0.0190814,0.0017529,0.0070423,0.0070922,0.003565,0.0125787,0.0096107,
184,214.1,6.08,185.0,5.366443,1.805005,0.012218,0.0082576,0.0016599,0.0033277,0.0050126,0.0101011,0.005089,0.0017021,0.0085543,0.0190814,0.0017529,0.0070423,0.0070922,0.003565,0.0114126,
185,216.6,6.11,186.0,5.378051999999999,1.809927,0.0116091,0.004922,0.0082576,0.0016599,0.0033277,0.0050126,0.0101011,0.005089,0.0017021,0.0085543,0.0190814,0.0017529,0.0070423,0.0070922,0.012218,
186,218.9,6.16,187.0,5.388615,1.818077,0.0105629,0.00815,0.004922,0.0082576,0.0016599,0.0033277,0.0050126,0.0101011,0.005089,0.0017021,0.0085543,0.0190814,0.0017529,0.0070423,0.0116091,
187,221.1,6.18,188.0,5.398615,1.821318,0.0099998,0.0032415,0.00815,0.004922,0.0082576,0.0016599,0.0033277,0.0050126,0.0101011,0.005089,0.0017021,0.0085543,0.0190814,0.0017529,0.0105629,
188,223.4,6.3,189.0,5.408964,1.84055,0.0103488,0.0192314,0.0032415,0.00815,0.004922,0.0082576,0.0016599,0.0033277,0.0050126,0.0101011,0.005089,0.0017021,0.0085543,0.0190814,0.0099998,
189,225.4,6.31,190.0,5.417877,1.842136,0.008913,0.001586,0.0192314,0.0032415,0.00815,0.004922,0.0082576,0.0016599,0.0033277,0.0050126,0.0101011,0.005089,0.0017021,0.0085543,0.0103488,
190,227.5,6.34,191.0,5.42715,1.8468790000000002,0.0092735,0.0047431,0.001586,0.0192314,0.0032415,0.00815,0.004922,0.0082576,0.0016599,0.0033277,0.0050126,0.0101011,0.005089,0.0017021,0.008913,
191,229.9,6.38,192.0,5.437644000000001,1.853168,0.0104942,0.0062894,0.0047431,0.001586,0.0192314,0.0032415,0.00815,0.004922,0.0082576,0.0016599,0.0033277,0.0050126,0.0101011,0.005089,0.0092735,
192,233.2,6.42,193.0,5.451897,1.859418,0.0142522,0.00625,0.0062894,0.0047431,0.001586,0.0192314,0.0032415,0.00815,0.004922,0.0082576,0.0016599,0.0033277,0.0050126,0.0101011,0.0104942,
193,236.4,6.45,194.0,5.465525,1.86408,0.0136285,0.0046619,0.00625,0.0062894,0.0047431,0.001586,0.0192314,0.0032415,0.00815,0.004922,0.0082576,0.0016599,0.0033277,0.0050126,0.0142522,
194,239.8,6.5,195.0,5.479805000000001,1.871802,0.0142803,0.0077221,0.0046619,0.00625,0.0062894,0.0047431,0.001586,0.0192314,0.0032415,0.00815,0.004922,0.0082576,0.0016599,0.0033277,0.0136285,
195,242.5,6.53,196.0,5.491002,1.876407,0.0111961,0.0046048,0.0077221,0.0046619,0.00625,0.0062894,0.0047431,0.001586,0.0192314,0.0032415,0.00815,0.004922,0.0082576,0.0016599,0.0142803,
196,244.9,6.56,197.0,5.50085,1.880991,0.0098481,0.0045836,0.0046048,0.0077221,0.0046619,0.00625,0.0062894,0.0047431,0.001586,0.0192314,0.0032415,0.00815,0.004922,0.0082576,0.0111961,
197,247.6,6.61,198.0,5.511815,1.888584,0.0109649,0.007593,0.0045836,0.0046048,0.0077221,0.0046619,0.00625,0.0062894,0.0047431,0.001586,0.0192314,0.0032415,0.00815,0.004922,0.0098481,
198,247.8,6.64,,5.512622,,,0.0045283,,0.0045836,,0.0077221,,,0.0062894,0.0047431,,,0.0032415,0.00815,0.0109649,
199,249.4,6.68,200.0,5.519058,1.899118,0.0064363,0.006006,0.0045283,0.007593,0.0045836,0.0046048,0.0077221,0.0046619,0.00625,0.0062894,0.0047431,0.001586,0.0192314,0.0032415,0.0008073,
200,251.7,6.79,201.0,5.528238,1.9154509999999998,0.0091796,0.016333,0.006006,0.0045283,0.007593,0.0045836,0.0046048,0.0077221,0.0046619,0.00625,0.0062894,0.0047431,0.001586,0.0192314,0.0064363,
201,253.9,6.86,202.0,5.536941000000001,1.925707,0.0087028,0.0102565,0.016333,0.006006,0.0045283,0.007593,0.0045836,0.0046048,0.0077221,0.0046619,0.00625,0.0062894,0.0047431,0.001586,0.0091796,
202,256.2,6.92,203.0,5.545959,1.934416,0.0090179,0.0087084,0.0102565,0.016333,0.006006,0.0045283,0.007593,0.0045836,0.0046048,0.0077221,0.0046619,0.00625,0.0062894,0.0047431,0.0087028,
203,258.4,6.94,204.0,5.5545089999999995,1.937302,0.0085502,0.0028859,0.0087084,0.0102565,0.016333,0.006006,0.0045283,0.007593,0.0045836,0.0046048,0.0077221,0.0046619,0.00625,0.0062894,0.0090179,
204,260.5,7.03,205.0,5.562603,1.950187,0.0080943,0.012885,0.0028859,0.0087084,0.0102565,0.016333,0.006006,0.0045283,0.007593,0.0045836,0.0046048,0.0077221,0.0046619,0.00625,0.0085502,
205,263.2,7.06,206.0,5.572914,1.954445,0.0103111,0.0042583,0.012885,0.0028859,0.0087084,0.0102565,0.016333,0.006006,0.0045283,0.007593,0.0045836,0.0046048,0.0077221,0.0046619,0.0080943,
206,265.1,7.1,207.0,5.580107,1.9600950000000001,0.0071931,0.0056498,0.0042583,0.012885,0.0028859,0.0087084,0.0102565,0.016333,0.006006,0.0045283,0.007593,0.0045836,0.0046048,0.0077221,0.0103111,
207,266.8,7.13,208.0,5.586499,1.9643110000000001,0.006392,0.0042164,0.0056498,0.0042583,0.012885,0.0028859,0.0087084,0.0102565,0.016333,0.006006,0.0045283,0.007593,0.0045836,0.0046048,0.0071931,
208,269.0,7.17,209.0,5.594711,1.9699060000000002,0.0082121,0.0055944,0.0042164,0.0056498,0.0042583,0.012885,0.0028859,0.0087084,0.0102565,0.016333,0.006006,0.0045283,0.007593,0.0045836,0.006392,
209,271.3,7.21,210.0,5.603225,1.975469,0.0085139,0.0055634,0.0055944,0.0042164,0.0056498,0.0042583,0.012885,0.0028859,0.0087084,0.0102565,0.016333,0.006006,0.0045283,0.007593,0.0082121,
210,274.4,7.24,211.0,5.614587,1.9796209999999999,0.0113616,0.0041522,0.0055634,0.0055944,0.0042164,0.0056498,0.0042583,0.012885,0.0028859,0.0087084,0.0102565,0.016333,0.006006,0.0045283,0.0085139,
211,276.5,7.3,212.0,5.622211,1.9878740000000001,0.0076241,0.0082532,0.0041522,0.0055634,0.0055944,0.0042164,0.0056498,0.0042583,0.012885,0.0028859,0.0087084,0.0102565,0.016333,0.006006,0.0113616,
212,279.3,7.4,213.0,5.632287,2.00148,0.0100756,0.0136057,0.0082532,0.0041522,0.0055634,0.0055944,0.0042164,0.0056498,0.0042583,0.012885,0.0028859,0.0087084,0.0102565,0.016333,0.0076241,
213,279.9,7.43,214.0,5.634432,2.0055259999999997,0.0021458,0.0040457,0.0136057,0.0082532,0.0041522,0.0055634,0.0055944,0.0042164,0.0056498,0.0042583,0.012885,0.0028859,0.0087084,0.0102565,0.0100756,
214,280.7,7.47,215.0,5.637287000000001,2.010895,0.0028543,0.0053692,0.0040457,0.0136057,0.0082532,0.0041522,0.0055634,0.0055944,0.0042164,0.0056498,0.0042583,0.012885,0.0028859,0.0087084,0.0021458,
215,281.5,7.45,216.0,5.640132,2.0082139999999997,0.0028458,-0.002681,0.0053692,0.0040457,0.0136057,0.0082532,0.0041522,0.0055634,0.0055944,0.0042164,0.0056498,0.0042583,0.012885,0.0028859,0.0028543,
216,282.5,7.56,217.0,5.643679,2.022871,0.0035462,0.0146573,-0.002681,0.0053692,0.0040457,0.0136057,0.0082532,0.0041522,0.0055634,0.0055944,0.0042164,0.0056498,0.0042583,0.012885,0.0028458,
217,283.4,7.56,218.0,5.646859,2.022871,0.0031805,0,0.0146573,-0.002681,0.0053692,0.0040457,0.0136057,0.0082532,0.0041522,0.0055634,0.0055944,0.0042164,0.0056498,0.0042583,0.0035462,
218,283.1,7.56,219.0,5.6458,2.022871,-0.0010591,0,0,0.0146573,-0.002681,0.0053692,0.0040457,0.0136057,0.0082532,0.0041522,0.0055634,0.0055944,0.0042164,0.0056498,0.0031805,
219,284.3,7.58,220.0,5.65003,2.025513,0.00423,0.0026419,0,0,0.0146573,-0.002681,0.0053692,0.0040457,0.0136057,0.0082532,0.0041522,0.0055634,0.0055944,0.0042164,-0.0010591,
220,287.1,7.64,221.0,5.659831,2.033398,0.0098004,0.0078845,0.0026419,0,0,0.0146573,-0.002681,0.0053692,0.0040457,0.0136057,0.0082532,0.0041522,0.0055634,0.0055944,0.00423,
221,290.6,7.65,222.0,5.671948,2.0347060000000003,0.0121174,0.001308,0.0078845,0.0026419,0,0,0.0146573,-0.002681,0.0053692,0.0040457,0.0136057,0.0082532,0.0041522,0.0055634,0.0098004,
222,292.2,7.68,223.0,5.677439,2.03862,0.0054908,0.0039139,0.001308,0.0078845,0.0026419,0,0,0.0146573,-0.002681,0.0053692,0.0040457,0.0136057,0.0082532,0.0041522,0.0121174,
223,292.8,7.7,224.0,5.67949,2.04122,0.0020509,0.0026007,0.0039139,0.001308,0.0078845,0.0026419,0,0,0.0146573,-0.002681,0.0053692,0.0040457,0.0136057,0.0082532,0.0054908,
224,293.3,7.77,,5.681196,,,0.0090499,,0.0039139,,0.0078845,,,0,0.0146573,,,0.0040457,0.0136057,0.0020509,
225,294.1,7.8,226.0,5.68392,2.0541240000000003,0.0027242,0.0038536,0.0090499,0.0026007,0.0039139,0.001308,0.0078845,0.0026419,0,0,0.0146573,-0.002681,0.0053692,0.0040457,0.0017061,
226,293.6,7.82,227.0,5.682219,2.056684,-0.0017014,0.0025609,0.0038536,0.0090499,0.0026007,0.0039139,0.001308,0.0078845,0.0026419,0,0,0.0146573,-0.002681,0.0053692,0.0027242,
227,292.4,7.83,228.0,5.678123,2.057962,-0.004096,0.0012779,0.0025609,0.0038536,0.0090499,0.0026007,0.0039139,0.001308,0.0078845,0.0026419,0,0,0.0146573,-0.002681,-0.0017014,
228,293.1,7.92,229.0,5.680514,2.069391,0.0023913,0.0114288,0.0012779,0.0025609,0.0038536,0.0090499,0.0026007,0.0039139,0.001308,0.0078845,0.0026419,0,0,0.0146573,-0.004096,
229,293.2,7.93,230.0,5.680855,2.070653,0.0003409,0.0012617,0.0114288,0.0012779,0.0025609,0.0038536,0.0090499,0.0026007,0.0039139,0.001308,0.0078845,0.0026419,0,0,0.0023913,
230,293.4,7.91,231.0,5.6815370000000005,2.0681279999999997,0.0006819,-0.0025251,0.0012617,0.0114288,0.0012779,0.0025609,0.0038536,0.0090499,0.0026007,0.0039139,0.001308,0.0078845,0.0026419,0,0.0003409,
231,295.5,7.95,232.0,5.688669,2.073172,0.0071321,0.005044,-0.0025251,0.0012617,0.0114288,0.0012779,0.0025609,0.0038536,0.0090499,0.0026007,0.0039139,0.001308,0.0078845,0.0026419,0.0006819,
232,297.1,7.98,233.0,5.694069,2.076938,0.0054002,0.0037665,0.005044,-0.0025251,0.0012617,0.0114288,0.0012779,0.0025609,0.0038536,0.0090499,0.0026007,0.0039139,0.001308,0.0078845,0.0071321,
233,298.1,7.98,234.0,5.6974290000000005,2.076938,0.0033603,0,0.0037665,0.005044,-0.0025251,0.0012617,0.0114288,0.0012779,0.0025609,0.0038536,0.0090499,0.0026007,0.0039139,0.001308,0.0054002,
234,299.3,8.01,235.0,5.701447,2.080691,0.0040174,0.0037525,0,0.0037665,0.005044,-0.0025251,0.0012617,0.0114288,0.0012779,0.0025609,0.0038536,0.0090499,0.0026007,0.0039139,0.0033603,
235,300.3,7.96,236.0,5.704782,2.0744290000000003,0.0033355,-0.0062618,0.0037525,0,0.0037665,0.005044,-0.0025251,0.0012617,0.0114288,0.0012779,0.0025609,0.0038536,0.0090499,0.0026007,0.0040174,
236,301.8,8.12,237.0,5.709764,2.09433,0.0049825,0.019901,-0.0062618,0.0037525,0,0.0037665,0.005044,-0.0025251,0.0012617,0.0114288,0.0012779,0.0025609,0.0038536,0.0090499,0.0033355,
237,302.6,8.15,238.0,5.7124120000000005,2.098018,0.0026474,0.0036879,0.019901,-0.0062618,0.0037525,0,0.0037665,0.005044,-0.0025251,0.0012617,0.0114288,0.0012779,0.0025609,0.0038536,0.0049825,
238,303.1,8.16,239.0,5.7140629999999994,2.0992439999999997,0.0016508,0.0012262,0.0036879,0.019901,-0.0062618,0.0037525,0,0.0037665,0.005044,-0.0025251,0.0012617,0.0114288,0.0012779,0.0025609,0.0026474,
239,303.5,8.16,240.0,5.715382,2.0992439999999997,0.0013189,0,0.0012262,0.0036879,0.019901,-0.0062618,0.0037525,0,0.0037665,0.005044,-0.0025251,0.0012617,0.0114288,0.0012779,0.0016508,
240,305.2,8.24,241.0,5.720967,2.109,0.0055857,0.0097561,0,0.0012262,0.0036879,0.019901,-0.0062618,0.0037525,0,0.0037665,0.005044,-0.0025251,0.0012617,0.0114288,0.0013189,
241,306.6,8.23,242.0,5.725544,2.107786,0.0045767,-0.0012143,0.0097561,0,0.0012262,0.0036879,0.019901,-0.0062618,0.0037525,0,0.0037665,0.005044,-0.0025251,0.0012617,0.0055857,
242,307.3,8.23,243.0,5.727824,2.107786,0.0022802,0,-0.0012143,0.0097561,0,0.0012262,0.0036879,0.019901,-0.0062618,0.0037525,0,0.0037665,0.005044,-0.0025251,0.0045767,
243,308.8,8.28,244.0,5.732694,2.113843,0.0048695,0.006057,0,-0.0012143,0.0097561,0,0.0012262,0.0036879,0.019901,-0.0062618,0.0037525,0,0.0037665,0.005044,0.0022802,
244,309.7,8.26,245.0,5.735604,2.111425,0.0029106,-0.0024183,0.006057,0,-0.0012143,0.0097561,0,0.0012262,0.0036879,0.019901,-0.0062618,0.0037525,0,0.0037665,0.0048695,
245,310.7,8.28,246.0,5.738828,2.113843,0.0032234,0.0024183,-0.0024183,0.006057,0,-0.0012143,0.0097561,0,0.0012262,0.0036879,0.019901,-0.0062618,0.0037525,0,0.0029106,
246,311.7,8.3,247.0,5.742041,2.116256,0.0032134,0.0024126,0.0024183,-0.0024183,0.006057,0,-0.0012143,0.0097561,0,0.0012262,0.0036879,0.019901,-0.0062618,0.0037525,0.0032234,
247,313.0,8.28,,5.7462029999999995,,,-0.0024126,,0.0024183,,0.006057,,,0.0097561,0,,,0.019901,-0.0062618,0.0032134,
248,314.5,8.42,249.0,5.750984,2.13061,0.0047808,0.0167668,-0.0024126,0.0024126,0.0024183,-0.0024183,0.006057,0,-0.0012143,0.0097561,0,0.0012262,0.0036879,0.019901,0.0041623,
249,315.3,8.39,250.0,5.753524,2.127041,0.0025401,-0.0035691,0.0167668,-0.0024126,0.0024126,0.0024183,-0.0024183,0.006057,0,-0.0012143,0.0097561,0,0.0012262,0.0036879,0.0047808,
250,315.3,8.42,251.0,5.753524,2.13061,0,0.0035691,-0.0035691,0.0167668,-0.0024126,0.0024126,0.0024183,-0.0024183,0.006057,0,-0.0012143,0.0097561,0,0.0012262,0.0025401,
251,315.5,8.45,252.0,5.754158,2.134166,0.0006342,0.0035567,0.0035691,-0.0035691,0.0167668,-0.0024126,0.0024126,0.0024183,-0.0024183,0.006057,0,-0.0012143,0.0097561,0,0,
252,316.1,8.48,253.0,5.756059,2.1377099999999998,0.0019002,0.0035439,0.0035567,0.0035691,-0.0035691,0.0167668,-0.0024126,0.0024126,0.0024183,-0.0024183,0.006057,0,-0.0012143,0.0097561,0.0006342,
253,317.4,8.5,254.0,5.7601629999999995,2.140066,0.0041041,0.0023558,0.0035439,0.0035567,0.0035691,-0.0035691,0.0167668,-0.0024126,0.0024126,0.0024183,-0.0024183,0.006057,0,-0.0012143,0.0019002,
254,318.8,8.5,255.0,5.764564,2.140066,0.0044012,0,0.0023558,0.0035439,0.0035567,0.0035691,-0.0035691,0.0167668,-0.0024126,0.0024126,0.0024183,-0.0024183,0.006057,0,0.0041041,
255,320.1,8.52,256.0,5.768633,2.142416,0.0040693,0.0023503,0,0.0023558,0.0035439,0.0035567,0.0035691,-0.0035691,0.0167668,-0.0024126,0.0024126,0.0024183,-0.0024183,0.006057,0.0044012,
256,321.3,8.51,257.0,5.772375,2.1412419999999996,0.0037417,-0.0011744,0.0023503,0,0.0023558,0.0035439,0.0035567,0.0035691,-0.0035691,0.0167668,-0.0024126,0.0024126,0.0024183,-0.0024183,0.0040693,
257,322.3,8.54,258.0,5.775483,2.144761,0.0031075,0.0035191,-0.0011744,0.0023503,0,0.0023558,0.0035439,0.0035567,0.0035691,-0.0035691,0.0167668,-0.0024126,0.0024126,0.0024183,0.0037417,
