,wage,hours,IQ,KWW,educ,exper,tenure,age,married,black,south,urban,sibs,brthord,meduc,feduc,lwage
264,841,40,102.0,38.0,16.0,10.0,1.0,29,1,0,0.0,1,3,1,12,12,6.734591
265,769,55,105.0,45.0,18.0,7.0,15.0,38,0,0,0.0,1,2,3,9,5,6.645091000000001
266,587,38,117.0,40.0,17.0,8.0,5.0,29,1,0,0.0,0,3,3,12,.,6.375025
267,1924,45,112.0,40.0,16.0,17.0,18.0,38,1,0,0.0,1,1,1,12,12,7.562161
268,1058,40,89.0,28.0,12.0,7.0,3.0,29,1,0,0.0,1,2,.,8,6,6.964136
269,417,48,131.0,39.0,12.0,7.0,1.0,28,0,0,0.0,1,1,2,12,6,6.033086
270,1202,48,114.0,28.0,16.0,6.0,6.0,28,1,0,0.0,1,3,3,16,16,7.091742
271,1154,40,98.0,35.0,14.0,18.0,2.0,37,1,0,0.0,1,1,.,10,14,7.05099
272,1070,40,124.0,41.0,13.0,4.0,9.0,32,1,0,0.0,1,0,1,.,.,6.975414
273,1202,40,125.0,30.0,14.0,10.0,11.0,29,1,0,0.0,1,2,3,12,12,7.091742
274,711,45,100.0,38.0,18.0,13.0,3.0,36,1,0,0.0,1,1,.,10,16,6.5666720000000005
275,1202,40,84.0,21.0,14.0,6.0,5.0,31,1,1,0.0,1,2,1,11,9,7.091742
276,850,43,113.0,26.0,12.0,7.0,3.0,28,1,0,0.0,1,1,2,8,12,6.745236
277,1000,40,102.0,46.0,16.0,13.0,11.0,35,1,0,0.0,1,6,2,10,12,6.907755
278,490,49,82.0,33.0,18.0,7.0,8.0,31,0,0,0.0,1,2,.,12,9,6.194406
279,1000,40,112.0,47.0,14.0,15.0,4.0,35,1,0,0.0,1,4,1,12,10,6.907755
280,865,40,111.0,38.0,16.0,11.0,4.0,31,1,0,1.0,1,4,5,8,5,6.76273
281,1375,40,96.0,24.0,13.0,3.0,3.0,30,1,0,0.0,1,3,1,11,8,7.226209
282,1586,40,127.0,48.0,16.0,16.0,12.0,37,1,0,0.0,1,4,4,16,16,7.36897
283,1602,65,97.0,47.0,15.0,14.0,14.0,37,1,0,0.0,1,1,1,8,.,7.379008
284,3078,65,120.0,50.0,14.0,12.0,13.0,36,1,0,1.0,1,1,2,12,.,8.032035
285,898,40,101.0,41.0,16.0,7.0,9.0,35,0,0,0.0,1,3,4,16,14,6.80017
286,906,40,120.0,40.0,14.0,16.0,2.0,37,1,0,0.0,1,5,1,12,12,6.809039
287,952,40,99.0,34.0,13.0,10.0,10.0,31,1,1,0.0,1,1,1,8,10,6.858565
288,571,40,78.0,33.0,13.0,10.0,1.0,29,0,1,0.0,1,5,5,8,9,6.347389
289,445,45,110.0,23.0,12.0,15.0,13.0,32,0,0,0.0,1,2,2,5,11,6.0980739999999996
290,289,40,94.0,35.0,12.0,9.0,0.0,30,1,0,0.0,1,2,3,5,11,5.666427
291,1444,40,120.0,50.0,16.0,12.0,15.0,37,1,0,0.0,1,1,2,17,13,7.275172
292,962,55,108.0,45.0,12.0,19.0,21.0,36,1,0,0.0,1,3,1,8,8,6.869014
293,1075,40,,,,,,33,1,0,,1,13,3,11,,
294,909,55,97.0,39.0,11.0,17.0,5.0,35,1,0,0.0,1,7,3,.,.,6.812345
295,1250,40,106.0,36.0,12.0,14.0,19.0,35,1,0,0.0,1,4,1,11,13,7.130899
296,620,40,99.0,22.0,11.0,10.0,5.0,29,1,1,0.0,1,11,5,.,.,6.429719
297,1016,40,72.0,18.0,10.0,14.0,15.0,37,1,1,0.0,1,8,9,11,.,6.923628999999999
298,800,40,88.0,29.0,10.0,21.0,14.0,37,1,1,0.0,1,8,1,11,8,6.6846119999999996
299,1050,40,119.0,37.0,16.0,7.0,18.0,37,0,0,0.0,1,2,2,12,13,6.956544999999999
300,1079,50,87.0,33.0,12.0,18.0,9.0,36,1,0,0.0,1,5,5,8,.,6.983789999999999
301,654,50,121.0,49.0,17.0,12.0,13.0,34,1,0,0.0,1,1,2,11,12,6.4831080000000005
302,781,50,112.0,33.0,12.0,8.0,10.0,30,1,0,0.0,1,2,2,12,8,6.660575
303,1038,48,103.0,36.0,15.0,8.0,2.0,36,1,0,1.0,0,2,1,12,15,6.945050999999999
304,1924,50,99.0,48.0,16.0,16.0,14.0,37,1,0,0.0,1,0,1,16,18,7.562161
305,1202,40,101.0,40.0,15.0,15.0,17.0,37,1,0,0.0,1,3,2,12,12,7.091742
306,666,70,117.0,34.0,15.0,8.0,2.0,32,1,0,0.0,1,0,1,.,.,6.50129
307,905,45,109.0,41.0,14.0,11.0,14.0,36,1,0,0.0,1,3,4,8,8,6.8079350000000005
308,890,70,73.0,46.0,12.0,6.0,8.0,31,1,0,0.0,1,3,1,12,12,6.791222
309,817,40,116.0,27.0,16.0,10.0,7.0,31,1,0,1.0,0,1,2,16,16,6.705639
310,812,40,98.0,42.0,12.0,10.0,2.0,29,0,0,0.0,1,3,2,12,12,6.699501
311,577,60,104.0,43.0,14.0,6.0,2.0,30,1,0,1.0,1,2,3,14,12,6.357842
312,756,40,78.0,29.0,14.0,9.0,2.0,31,1,0,0.0,1,2,2,12,12,6.6280410000000005
313,1011,40,104.0,43.0,12.0,20.0,7.0,37,1,0,1.0,1,0,1,.,.,6.918695
314,1155,45,85.0,39.0,12.0,14.0,1.0,34,1,0,0.0,1,2,1,12,12,7.051856
315,1025,40,104.0,25.0,12.0,12.0,7.0,29,1,0,0.0,1,3,4,12,10,6.932448
316,1350,40,107.0,37.0,12.0,17.0,12.0,35,1,0,0.0,0,2,3,.,.,7.20786
317,1001,40,109.0,48.0,12.0,20.0,22.0,37,1,0,0.0,1,1,1,8,10,6.908755
318,796,48,119.0,31.0,13.0,16.0,15.0,37,1,1,0.0,1,7,1,11,.,6.6795990000000005
319,1230,50,96.0,33.0,13.0,11.0,12.0,30,1,0,0.0,1,3,2,10,11,7.114769
320,754,40,93.0,31.0,12.0,13.0,1.0,30,1,0,0.0,1,5,.,.,.,6.625392
321,714,40,90.0,32.0,12.0,17.0,1.0,37,1,0,0.0,0,5,3,12,12,6.570883
322,1000,45,103.0,29.0,15.0,8.0,3.0,32,1,0,0.0,1,3,4,12,.,6.907755
323,2067,40,106.0,41.0,16.0,12.0,13.0,33,1,0,1.0,1,2,1,14,12,7.633853
324,912,40,96.0,32.0,16.0,11.0,5.0,30,1,0,0.0,1,2,2,14,12,6.815639999999999
325,600,40,114.0,39.0,12.0,8.0,5.0,30,1,0,1.0,1,6,3,8,8,6.39693
326,951,40,86.0,33.0,11.0,13.0,1.0,31,1,0,0.0,1,3,4,9,.,6.857514
327,711,45,110.0,38.0,16.0,8.0,5.0,32,1,0,1.0,1,3,2,13,12,6.5666720000000005
328,1151,48,87.0,41.0,12.0,18.0,9.0,38,1,0,0.0,1,2,1,12,12,7.048387
329,1000,40,89.0,31.0,12.0,9.0,5.0,28,1,0,0.0,1,2,3,13,12,6.907755
330,841,44,106.0,40.0,12.0,15.0,10.0,31,1,0,0.0,1,5,6,8,.,6.734591
331,400,70,100.0,43.0,12.0,12.0,3.0,32,1,0,0.0,1,3,2,5,8,5.991465
332,1175,45,111.0,38.0,12.0,17.0,14.0,34,1,0,0.0,1,0,1,16,4,7.069024000000001
333,1202,40,100.0,40.0,12.0,18.0,2.0,37,1,0,0.0,1,0,1,12,12,7.091742
334,1442,40,114.0,38.0,12.0,16.0,17.0,33,1,0,0.0,1,2,3,12,10,7.273787
335,538,55,98.0,45.0,18.0,5.0,1.0,34,1,0,0.0,1,2,2,13,.,6.287858
336,781,40,89.0,24.0,11.0,13.0,10.0,30,1,0,0.0,1,3,1,9,8,6.660575
337,750,60,74.0,23.0,10.0,13.0,9.0,30,1,0,0.0,1,4,2,11,9,6.620073
338,841,48,110.0,37.0,18.0,13.0,1.0,37,0,1,0.0,1,1,1,12,12,6.734591
339,700,50,130.0,29.0,13.0,14.0,1.0,38,1,0,0.0,1,1,2,11,14,6.551080000000001
340,1346,50,108.0,51.0,16.0,9.0,4.0,36,1,0,0.0,1,1,2,12,10,7.204892999999999
341,800,45,98.0,31.0,12.0,16.0,12.0,33,1,0,0.0,0,3,4,10,8,6.6846119999999996
342,1250,40,125.0,27.0,16.0,9.0,10.0,30,1,0,0.0,1,3,1,16,.,7.130899
343,1105,40,104.0,29.0,16.0,5.0,8.0,29,1,0,0.0,1,3,1,12,12,7.007600999999999
344,475,52,98.0,33.0,14.0,12.0,1.0,30,0,0,0.0,1,6,1,8,10,6.163315
345,762,58,104.0,37.0,15.0,6.0,4.0,33,1,0,0.0,0,2,1,11,12,6.635947
346,962,40,120.0,33.0,12.0,18.0,19.0,36,1,0,0.0,1,3,.,8,8,6.869014
347,721,40,134.0,38.0,13.0,9.0,9.0,30,0,0,1.0,1,3,3,8,8,6.580639
348,800,50,92.0,28.0,9.0,18.0,13.0,34,1,0,0.0,1,0,1,8,8,6.6846119999999996
349,658,40,129.0,34.0,16.0,11.0,9.0,30,1,0,0.0,1,2,1,13,16,6.489205
350,1270,40,118.0,42.0,14.0,4.0,16.0,36,1,0,0.0,1,2,1,12,12,7.146772
351,1313,40,107.0,37.0,12.0,11.0,7.0,28,1,0,0.0,0,1,.,12,.,7.18007
352,824,42,92.0,37.0,12.0,19.0,15.0,38,1,0,0.0,1,1,1,12,11,6.714169999999999
353,1442,40,118.0,33.0,16.0,6.0,7.0,29,1,0,0.0,1,2,1,16,12,7.273787
354,1400,42,108.0,38.0,17.0,7.0,3.0,31,1,0,0.0,1,2,1,12,14,7.244227
355,1038,50,119.0,42.0,12.0,20.0,5.0,36,1,0,0.0,0,3,3,12,8,6.945050999999999
356,668,43,109.0,29.0,12.0,11.0,12.0,29,1,0,0.0,0,2,3,8,7,6.504288
357,1100,40,91.0,41.0,12.0,18.0,10.0,36,1,0,0.0,0,2,3,8,8,7.0030660000000005
358,1000,45,118.0,38.0,14.0,9.0,7.0,30,1,0,0.0,1,3,1,12,10,6.907755
359,523,43,119.0,37.0,13.0,9.0,2.0,30,1,0,0.0,0,4,1,14,.,6.259582
360,1111,40,103.0,33.0,14.0,13.0,13.0,31,1,0,0.0,0,6,3,14,12,7.013016
361,962,40,120.0,25.0,16.0,6.0,4.0,28,1,0,0.0,0,4,3,12,8,6.869014
362,729,47,122.0,40.0,18.0,6.0,13.0,34,1,0,0.0,1,3,3,8,6,6.591674
363,690,40,119.0,35.0,12.0,9.0,5.0,28,1,0,0.0,1,1,2,8,.,6.5366919999999995
364,1010,50,104.0,37.0,11.0,15.0,7.0,38,1,0,0.0,0,6,1,9,6,6.917706
365,600,40,96.0,22.0,11.0,7.0,2.0,29,1,0,1.0,1,4,3,8,8,6.39693
366,596,40,83.0,36.0,12.0,16.0,17.0,34,1,0,0.0,0,3,3,8,8,6.3902410000000005
367,850,44,115.0,37.0,12.0,11.0,1.0,29,1,0,0.0,1,3,2,.,.,6.745236
368,670,40,88.0,27.0,12.0,9.0,2.0,29,1,0,0.0,1,7,3,10,8,6.507276999999999
369,793,40,96.0,43.0,12.0,17.0,18.0,36,1,0,0.0,0,4,5,8,8,6.675822999999999
370,1442,40,123.0,42.0,17.0,14.0,7.0,38,1,0,1.0,0,2,3,12,6,7.273787
371,670,50,108.0,43.0,12.0,14.0,8.0,34,1,0,1.0,1,5,1,11,7,6.507276999999999
372,876,45,116.0,35.0,16.0,10.0,8.0,29,1,0,0.0,1,2,1,12,12,6.775366
373,841,40,109.0,45.0,18.0,13.0,2.0,36,1,0,0.0,0,3,4,16,12,6.734591
374,975,40,97.0,39.0,13.0,8.0,0.0,31,1,0,0.0,1,3,1,12,12,6.8824380000000005
375,1223,40,107.0,34.0,12.0,7.0,3.0,28,1,0,0.0,0,1,1,12,10,7.109062
376,910,30,95.0,27.0,12.0,16.0,5.0,35,1,0,1.0,1,2,3,12,14,6.813445
377,533,45,109.0,31.0,15.0,8.0,2.0,30,1,0,0.0,1,2,2,15,12,6.278522
378,750,40,104.0,36.0,12.0,15.0,11.0,33,1,0,0.0,0,0,1,12,12,6.620073
379,1206,40,110.0,37.0,12.0,16.0,4.0,38,1,0,0.0,1,1,1,12,12,7.095064
380,745,40,94.0,40.0,13.0,17.0,1.0,36,0,0,0.0,0,2,3,13,8,6.613384
381,900,40,103.0,38.0,12.0,15.0,1.0,37,1,0,1.0,0,3,3,8,6,6.802395
382,1170,47,123.0,45.0,14.0,9.0,14.0,32,1,0,0.0,1,3,4,8,12,7.064759
383,540,50,113.0,33.0,12.0,12.0,3.0,31,1,0,0.0,0,5,4,6,12,6.291569
384,550,40,110.0,35.0,16.0,15.0,1.0,38,1,0,0.0,0,2,1,.,.,6.309918
385,615,40,100.0,31.0,14.0,9.0,4.0,30,1,0,0.0,0,3,3,12,12,6.421622
386,909,40,95.0,39.0,13.0,6.0,2.0,31,1,0,0.0,1,2,1,12,12,6.812345
387,769,40,100.0,34.0,12.0,18.0,12.0,36,1,0,0.0,0,1,2,8,8,6.645091000000001
388,984,40,108.0,39.0,13.0,17.0,18.0,37,1,0,0.0,1,4,1,15,8,6.891626
389,833,60,101.0,47.0,12.0,15.0,12.0,37,1,0,0.0,1,5,2,12,.,6.725034
390,879,70,90.0,43.0,12.0,17.0,10.0,35,0,0,0.0,1,1,2,12,16,6.778785000000001
391,1027,45,115.0,41.0,12.0,16.0,7.0,35,1,0,0.0,1,4,3,8,5,6.934397
392,1000,55,114.0,41.0,16.0,10.0,1.0,33,1,0,1.0,0,0,1,.,.,6.907755
393,465,43,84.0,33.0,13.0,10.0,1.0,29,1,0,0.0,1,3,3,11,11,6.142037
394,1100,40,92.0,37.0,13.0,21.0,12.0,38,1,1,0.0,1,6,6,12,.,7.0030660000000005
395,641,45,125.0,44.0,14.0,9.0,0.0,37,1,0,0.0,1,1,1,12,11,6.463029
396,1035,48,107.0,42.0,12.0,21.0,14.0,38,1,0,0.0,1,1,2,11,8,6.942157000000001
397,1212,40,129.0,33.0,14.0,9.0,3.0,32,0,0,0.0,1,6,7,8,9,7.100027000000001
398,950,40,98.0,40.0,12.0,11.0,6.0,30,1,0,0.0,1,3,4,12,12,6.856462
399,938,44,108.0,41.0,12.0,19.0,20.0,38,1,0,0.0,1,0,1,8,.,6.84375
400,1250,40,114.0,37.0,16.0,8.0,8.0,30,1,0,0.0,1,5,3,2,8,7.130899
401,586,60,111.0,37.0,18.0,6.0,10.0,34,1,0,0.0,0,3,1,12,11,6.37332
402,693,53,101.0,29.0,12.0,7.0,6.0,28,1,0,0.0,0,1,2,12,12,6.54103
403,562,40,99.0,25.0,12.0,18.0,12.0,34,0,0,0.0,0,1,1,12,12,6.3315019999999995
404,375,60,75.0,24.0,12.0,12.0,5.0,30,0,0,0.0,0,4,1,12,8,5.926926
405,673,40,91.0,29.0,12.0,7.0,11.0,38,1,0,0.0,0,0,1,6,.,6.5117449999999995
406,654,50,113.0,38.0,17.0,1.0,13.0,33,1,0,0.0,0,1,1,12,10,6.4831080000000005
407,692,50,120.0,34.0,12.0,17.0,7.0,35,1,0,0.0,0,3,4,8,.,6.539586
408,1111,40,98.0,32.0,14.0,10.0,1.0,29,1,0,0.0,1,3,1,12,15,7.013016
409,1368,45,107.0,31.0,16.0,11.0,1.0,33,1,0,1.0,1,2,2,16,16,7.2211050000000006
410,1282,45,121.0,39.0,18.0,7.0,13.0,32,1,0,0.0,1,2,2,12,12,7.1561770000000005
411,1250,60,115.0,40.0,11.0,19.0,4.0,38,1,0,0.0,1,1,2,.,.,7.130899
412,1346,40,134.0,42.0,15.0,15.0,7.0,35,1,0,0.0,1,2,1,12,10,7.204892999999999
413,1424,50,96.0,47.0,17.0,15.0,12.0,37,1,0,0.0,1,2,3,.,.,7.261225
414,854,48,120.0,38.0,16.0,8.0,5.0,29,0,0,0.0,1,2,3,12,16,6.749931
415,888,50,105.0,36.0,15.0,9.0,5.0,32,0,0,0.0,1,2,2,12,10,6.788972
416,1161,50,121.0,40.0,12.0,5.0,10.0,34,1,0,0.0,1,5,6,10,.,7.057036999999999
417,583,58,113.0,29.0,16.0,9.0,0.0,30,1,0,0.0,1,2,2,12,9,6.368187
418,1260,45,106.0,37.0,12.0,5.0,3.0,29,1,0,0.0,1,2,1,12,13,7.138866999999999
419,947,48,104.0,41.0,18.0,8.0,13.0,35,1,0,0.0,0,3,2,9,12,6.853299000000001
420,1850,40,80.0,23.0,11.0,14.0,15.0,33,1,0,0.0,1,3,.,10,10,7.522941
421,1575,40,117.0,28.0,12.0,13.0,2.0,30,1,0,0.0,1,3,3,10,10,7.362010000000001
422,758,38,126.0,42.0,16.0,10.0,8.0,28,0,0,0.0,1,2,2,12,12,6.630683
423,1442,40,112.0,42.0,12.0,19.0,15.0,36,1,0,0.0,1,3,2,10,8,7.273787
424,489,55,104.0,47.0,13.0,20.0,4.0,38,1,0,1.0,1,2,2,.,.,6.192362
425,1126,40,116.0,33.0,12.0,5.0,0.0,31,1,1,0.0,1,9,5,9,10,7.026427
426,1000,40,70.0,18.0,12.0,12.0,5.0,32,0,1,0.0,1,6,.,8,8,6.907755
427,500,70,83.0,20.0,12.0,13.0,11.0,32,1,0,0.0,1,5,1,6,6,6.214608
428,1200,50,84.0,13.0,12.0,13.0,9.0,32,1,0,0.0,1,5,2,6,6,7.090077000000001
429,565,45,82.0,30.0,10.0,15.0,3.0,33,1,0,0.0,0,4,4,.,.,6.336826
430,1920,40,109.0,32.0,12.0,13.0,2.0,31,1,0,0.0,0,0,1,12,8,7.560080999999999
431,684,45,111.0,25.0,14.0,7.0,7.0,29,1,0,0.0,1,4,1,12,12,6.527958
432,774,40,94.0,33.0,12.0,20.0,4.0,37,1,0,0.0,0,1,1,12,7,6.651572
433,233,60,96.0,32.0,16.0,7.0,4.0,30,1,0,0.0,0,3,.,12,8,5.451038
434,975,40,101.0,33.0,13.0,12.0,10.0,30,1,0,0.0,0,3,3,12,13,6.8824380000000005
435,1366,40,90.0,35.0,12.0,13.0,1.0,30,1,0,0.0,1,3,3,12,12,7.2196419999999994
436,2137,40,120.0,48.0,16.0,16.0,3.0,37,1,0,1.0,1,3,3,12,12,7.667158000000001
437,700,40,120.0,38.0,16.0,10.0,1.0,29,1,0,1.0,1,1,1,12,12,6.551080000000001
438,1200,40,108.0,29.0,12.0,16.0,11.0,33,1,0,0.0,1,3,2,8,.,7.090077000000001
439,1161,40,99.0,43.0,13.0,16.0,18.0,36,1,0,0.0,1,0,1,12,8,7.057036999999999
440,729,60,80.0,31.0,11.0,16.0,15.0,34,1,0,0.0,1,6,1,12,6,6.591674
441,750,45,93.0,45.0,11.0,17.0,2.0,36,1,0,0.0,1,1,2,10,5,6.620073
442,1026,45,85.0,46.0,12.0,4.0,16.0,38,1,0,0.0,1,1,2,.,.,6.9334229999999994
443,1111,45,118.0,43.0,15.0,11.0,3.0,32,1,0,0.0,1,3,1,11,10,7.013016
444,625,50,115.0,31.0,12.0,12.0,8.0,31,1,0,0.0,1,2,3,12,.,6.437752
445,1200,42,119.0,28.0,16.0,11.0,5.0,30,1,0,0.0,1,5,1,10,11,7.090077000000001
446,1541,40,94.0,39.0,12.0,8.0,1.0,32,1,0,0.0,1,8,3,12,11,7.340186999999999
447,1154,40,109.0,42.0,16.0,12.0,9.0,34,1,0,0.0,1,0,1,13,16,7.05099
448,310,40,104.0,37.0,13.0,10.0,0.0,33,0,0,0.0,0,2,1,14,8,5.736572
449,610,50,89.0,21.0,12.0,14.0,4.0,30,1,0,0.0,0,1,2,7,6,6.413459
450,1749,43,101.0,28.0,12.0,16.0,17.0,36,1,0,0.0,0,2,2,12,8,7.466799000000001
451,1000,40,96.0,34.0,16.0,9.0,1.0,31,0,0,1.0,1,4,2,12,7,6.907755
452,350,40,109.0,48.0,12.0,14.0,1.0,36,1,0,0.0,0,1,1,9,7,5.857933
453,765,45,94.0,38.0,12.0,17.0,18.0,37,1,0,0.0,0,10,6,4,6,6.639875999999999
454,790,40,115.0,34.0,12.0,15.0,2.0,34,1,0,0.0,0,6,5,6,5,6.672033
455,818,47,92.0,41.0,12.0,16.0,17.0,38,1,0,0.0,0,12,1,8,4,6.706861999999999
456,477,60,71.0,32.0,9.0,12.0,1.0,30,1,0,0.0,0,4,2,11,5,6.167517
457,938,50,130.0,39.0,14.0,15.0,1.0,33,1,0,0.0,0,3,1,12,11,6.84375
458,2099,55,119.0,38.0,16.0,10.0,4.0,32,1,0,0.0,1,0,1,12,12,7.649216
459,350,40,74.0,24.0,12.0,14.0,3.0,32,1,0,0.0,1,4,2,10,13,5.857933
460,940,48,104.0,25.0,12.0,13.0,0.0,32,1,1,0.0,1,7,2,12,8,6.84588
461,1202,40,124.0,23.0,15.0,11.0,8.0,28,1,0,0.0,1,2,2,10,.,7.091742
462,450,40,94.0,29.0,15.0,9.0,4.0,31,1,0,0.0,0,1,1,12,.,6.109248
463,1058,40,120.0,44.0,16.0,16.0,13.0,37,1,0,0.0,0,5,4,12,4,6.964136
464,1000,40,96.0,40.0,11.0,15.0,15.0,37,1,0,0.0,1,5,5,8,9,6.907755
465,318,40,67.0,35.0,12.0,16.0,5.0,36,1,1,1.0,1,6,.,7,5,5.762052
466,556,40,69.0,26.0,11.0,13.0,9.0,34,0,1,0.0,1,3,.,8,8,6.320768
467,958,60,98.0,42.0,12.0,11.0,9.0,28,1,0,0.0,1,0,1,12,11,6.864847999999999
468,995,40,92.0,23.0,9.0,22.0,13.0,38,1,1,0.0,1,7,3,7,4,6.902742999999999
469,1600,50,109.0,44.0,14.0,16.0,5.0,33,1,0,0.0,0,2,.,9,10,7.377758999999999
470,606,45,100.0,39.0,18.0,6.0,5.0,30,0,0,0.0,0,1,.,12,12,6.40688
471,511,45,101.0,25.0,12.0,13.0,1.0,30,1,0,0.0,1,4,2,11,12,6.23637
472,1411,45,111.0,40.0,16.0,11.0,12.0,32,1,0,1.0,1,1,1,12,9,7.252053999999999
473,1346,40,106.0,38.0,16.0,15.0,11.0,37,1,0,0.0,1,1,1,8,14,7.204892999999999
474,1522,46,102.0,37.0,12.0,15.0,16.0,37,1,0,0.0,0,3,2,12,10,7.327781
475,1075,40,115.0,28.0,14.0,9.0,10.0,30,1,0,0.0,0,2,1,12,10,6.9800759999999995
476,1200,50,99.0,37.0,12.0,11.0,11.0,28,1,0,0.0,1,5,4,10,8,7.090077000000001
477,1377,37,118.0,48.0,16.0,15.0,1.0,36,1,0,0.0,1,2,2,11,10,7.227663000000001
478,874,55,132.0,37.0,13.0,8.0,2.0,33,1,0,0.0,0,2,1,13,16,6.77308
479,625,40,108.0,26.0,13.0,11.0,9.0,30,1,0,0.0,1,3,.,12,16,6.437752
480,1250,32,98.0,40.0,12.0,17.0,2.0,33,1,0,0.0,1,0,1,14,10,7.130899
481,1082,40,111.0,44.0,13.0,20.0,12.0,36,1,0,0.0,1,4,2,8,11,6.986567
482,693,40,79.0,36.0,11.0,18.0,3.0,38,1,0,0.0,0,3,2,8,8,6.54103
483,727,55,97.0,29.0,12.0,11.0,11.0,31,1,0,0.0,0,3,1,12,11,6.588926
484,615,50,99.0,49.0,15.0,16.0,15.0,38,1,0,0.0,0,2,3,12,14,6.421622
485,913,40,101.0,33.0,16.0,5.0,7.0,31,1,0,0.0,1,2,3,12,.,6.816736
486,884,46,120.0,45.0,17.0,4.0,10.0,36,1,0,0.0,0,2,1,12,18,6.784457000000001
487,698,43,97.0,33.0,12.0,10.0,4.0,29,1,0,0.0,1,2,3,8,8,6.5482190000000005
488,800,55,106.0,34.0,12.0,17.0,18.0,36,1,0,0.0,0,3,3,8,12,6.6846119999999996
489,812,40,131.0,44.0,16.0,9.0,3.0,30,0,0,0.0,0,1,1,12,12,6.699501
490,1000,40,93.0,32.0,11.0,16.0,14.0,34,1,0,0.0,1,1,.,12,8,6.907755
491,549,49,79.0,23.0,12.0,11.0,3.0,32,0,0,0.0,0,4,2,8,8,6.308098
492,1300,35,100.0,38.0,12.0,13.0,15.0,31,1,0,0.0,1,4,2,11,.,7.17012
493,923,50,107.0,30.0,16.0,9.0,8.0,33,1,0,0.0,1,6,4,9,8,6.827628999999999
494,1539,40,112.0,42.0,12.0,15.0,15.0,32,1,0,0.0,0,3,1,.,10,7.338888000000001
495,721,40,105.0,22.0,12.0,11.0,9.0,30,1,0,0.0,0,3,2,12,10,6.580639
496,815,40,114.0,25.0,12.0,15.0,14.0,31,1,0,0.0,0,2,1,12,10,6.703188000000001
497,600,80,116.0,36.0,12.0,20.0,2.0,38,1,0,0.0,0,10,10,8,.,6.39693
498,1100,40,104.0,41.0,12.0,18.0,7.0,37,1,0,0.0,1,2,3,11,13,7.0030660000000005
499,1058,40,85.0,48.0,12.0,18.0,19.0,35,1,0,0.0,1,2,1,9,12,6.964136
500,962,40,93.0,46.0,12.0,15.0,1.0,30,1,0,0.0,1,2,2,9,12,6.869014
501,433,50,100.0,40.0,12.0,5.0,9.0,37,1,0,0.0,0,2,2,8,7,6.0707379999999995
502,940,40,71.0,20.0,11.0,9.0,2.0,29,1,0,0.0,0,2,3,.,.,6.84588
503,1417,38,,,,,,32,0,0,,1,2,1,12,,
504,1000,65,93.0,32.0,12.0,11.0,9.0,29,1,0,0.0,1,7,1,12,8,6.907755
505,500,40,98.0,26.0,13.0,14.0,5.0,32,1,0,0.0,0,3,4,12,8,6.214608
506,800,50,110.0,35.0,14.0,8.0,5.0,28,1,0,0.0,1,3,4,12,10,6.6846119999999996
507,766,40,109.0,31.0,12.0,17.0,18.0,35,1,0,0.0,0,4,3,.,6,6.641182000000001
508,750,43,94.0,38.0,14.0,12.0,10.0,33,1,0,0.0,0,1,1,11,12,6.620073
509,550,40,77.0,36.0,12.0,15.0,2.0,37,1,0,0.0,0,6,3,8,8,6.309918
510,795,52,89.0,35.0,11.0,16.0,4.0,34,1,0,0.0,1,6,1,.,.,6.678342
511,723,40,102.0,44.0,12.0,12.0,10.0,30,1,0,0.0,1,10,6,12,6,6.583409
512,1039,40,,,,,,34,1,0,,1,1,2,16,,
513,200,55,103.0,38.0,10.0,11.0,15.0,32,1,0,1.0,1,3,2,12,5,5.298317
514,400,40,90.0,36.0,10.0,12.0,1.0,32,1,1,0.0,1,5,3,8,.,5.991465
515,575,40,96.0,31.0,11.0,17.0,1.0,35,1,0,1.0,1,2,1,12,7,6.354369999999999
516,850,40,97.0,35.0,11.0,16.0,5.0,37,1,0,1.0,1,1,1,12,6,6.745236
517,508,50,87.0,35.0,12.0,16.0,1.0,32,1,1,1.0,1,2,1,10,.,6.230482
518,1162,45,89.0,39.0,12.0,11.0,4.0,37,1,0,1.0,1,3,3,15,.,7.057898
519,1199,43,70.0,28.0,13.0,13.0,5.0,30,1,1,1.0,1,3,1,8,.,7.089243
520,1270,40,104.0,34.0,16.0,8.0,4.0,31,1,0,1.0,1,3,4,16,17,7.146772
521,350,45,116.0,36.0,16.0,5.0,3.0,33,1,0,1.0,1,2,2,11,12,5.857933
522,963,40,85.0,32.0,14.0,9.0,9.0,28,1,1,1.0,1,5,1,7,.,6.8700529999999995
523,1463,45,104.0,47.0,15.0,14.0,11.0,37,1,0,1.0,1,3,4,12,12,7.288244000000001
524,802,40,99.0,26.0,12.0,13.0,12.0,29,1,1,1.0,1,8,6,9,12,6.6871089999999995
525,642,45,93.0,18.0,12.0,12.0,7.0,30,1,1,1.0,1,1,2,6,6,6.464588
526,751,40,114.0,37.0,13.0,9.0,2.0,28,1,0,1.0,1,2,2,12,10,6.6214059999999995
527,488,40,103.0,40.0,17.0,5.0,3.0,31,1,0,1.0,1,1,.,12,16,6.190315
528,1400,40,92.0,34.0,12.0,15.0,5.0,36,1,0,1.0,1,2,1,6,2,7.244227
529,940,45,98.0,41.0,18.0,10.0,7.0,31,1,0,1.0,1,2,2,8,12,6.84588
530,866,40,114.0,48.0,13.0,15.0,16.0,37,1,0,1.0,1,3,1,12,.,6.763885
